0
Brebeuf College School (Toronto)
Brock High School (CANNINGTON)
Brockville Collegiate Institute (Brockville)
Brookfield High School (Ottawa)
Brooklin High School (Whitby)
Bruce Peninsula District School (Lion s Head)
Burlington Central High School (Burlington)
Burnhamthorpe Collegiate Institute (Etobicoke)
Bur Oak Secondary School (Markham)
Cairine Wilson Secondary School (Orleans)
CALC Secondary School (Toronto)
Cameron Heights Collegiate Institute (Kitchener)
Campbellford District High School (Campbellford)
Canterbury High School (Ottawa)
Cardinal Ambrozic Catholic Secondary School (Brampton)
Cardinal Carter Academy for the Arts (Toronto)
Cardinal Carter Catholic Secondary School (Leamington)
Cardinal Carter Catholic Secondary School (Aurora)
Cardinal Leger Secondary School (Brampton)
Caring and Safe Schools LC1 (Etobicoke)
Caring and Safe Schools LC2 (Scarborough)
Caring and Safe Schools LC3 (Scarborough)
Caring and Safe Schools LC4 (Toronto)
Carleton Place High School (Carleton Place)
Carrefour Options + (Sudbury)
Castlebrooke Secondary School (Brampton)
Cathedral High School (Hamilton)
Catholic Central (Windsor)
Catholic Central High School (London)
Cawthra Park Secondary School (Mississauga)
Cayuga Secondary School (Cayuga)
Cedarbrae Collegiate Institute (Scarborough)
Centennial Collegiate and Vocational Institute (Guelph)
Centennial Secondary School (Belleville)
Central Algoma Secondary School (Desbarats)
Central Elgin Collegiate Institute (St Thomas)
Central Etobicoke High School (Toronto)
Central Hastings School Secondary School (Madoc)
Central Huron Secondary School (Clinton)
Central Peel Secondary School (Brampton)
Central Technical School (Toronto)
Central Toronto Academy (Toronto)
Centre Dufferin District High School (Shelburne)
Centre for Individual Studies (Bowmanville)
Centre Wellington District High School (Fergus)
Chaminade College School (Toronto)
Chapleau High School (Chapleau)
Charlottenburgh and Lancaster District High School (Williamstown)
Chatham-Kent Secondary School (Chatham)
Chelmsford Valley District Composite School (Chelmsford)
Chinguacousy Secondary School (BRAMPTON)
Chippewa Secondary School (North Bay)
Christ the King Catholic Secondary School (Georgetown)
City School (Toronto)
Clarington Central Secondary School (Bowmanville)
Clarke High School (Newcastle)
Clarke Road Secondary School (London)
Clarkson Secondary School (Mississauga)
Cobourg Collegiate Institute (Cobourg)
Cochrane High School (Cochrane)
College Avenue Secondary School (Woodstock)
Collège français secondaire (Toronto)
College Heights Secondary School (Guelph)
Collège Notre-Dame (Sudbury)
Collingwood Collegiate Institute (Collingwood)
Colonel By Secondary School (Gloucester)
Confederation Secondary School (Val Caron)
Contact Alternative School School (Toronto)
Cornwall Collegiate and Vocational School (Cornwall)
Corpus Christi Catholic Secondary School (BURLINGTON)
Courtice Secondary School (Courtice)
Craig Kielburger Secondary School (Milton)
Crestwood Secondary School (Peterborough)
Crolancia Secondary School (Pickle Lake)
C W Jefferys Collegiate Institute (North York)
Danforth Collegiate Institute and Technical School (Toronto)
Dante Alighieri Academy (Toronto)
David and Mary Thomson Collegiate Institute (Scarborough)
David Suzuki Secondary School (Brampton)
Day School -Wellington Centre For ContEd (Guelph)
DCE - Under 21 Collegiate Institute and Vocational School (Oshawa)
Delhi District Secondary School (Delhi)
Delphi Secondary Alternative School (Scarborough)
Denis Morris Catholic High School (St Catharines)
Donald A Wilson Secondary School (Whitby)
Don Mills Collegiate Institute (North York)
Downsview Secondary School (North York)
Drewry Secondary School (North York)
Dr. Frank J. Hayden Secondary School (Burlington)
Dr G W Williams Secondary School (Aurora)
Dr John M Denison Secondary School (Newmarket)
Dr Norman Bethune Collegiate Institute (Toronto)
Dryden High School (Dryden)
DSBN Academy (St. Catharines)
Dufferin Centre for Continuing Education (Orangeville)
Dunbarton High School (Pickering)
Dundas Valley Secondary School (Dundas)
Dunnville Secondary School (Dunnville)
Durham Alternative Secondary School (Oshawa)
Earl Haig Secondary School (North York)
Earl of March Secondary School (Kanata)
Eastdale Collegiate and Vocational Institute (Oshawa)
Eastdale Collegiate Institute (Toronto)
Eastdale Secondary School (Welland)
East Elgin Secondary School (Aylmer)
East Northumberland Secondary School (Brighton)
Eastside Secondary School (Belleville)
Eastview Secondary School (Barrie)
Eastwood Collegiate Institute (Kitchener)
East York Alternative Secondary School (East York)
East York Collegiate Institute (East York)
E C Drury/Trillium Demonstration School (Milton)
École Cap sur l'Avenir (Sudbury)
École catholique Nouveau Regard (Pavillon Jeunesse Nord) (Cochrane)
École publique Centre d'éducation et de formation de (Hawkesbury)
École secondaire catholique Algonquin (North Bay)
École secondaire catholique Béatrice-Desloges (Orléans)
École secondaire catholique Champlain (Chelmsford)
École secondaire catholique Cité des Jeunes (Kapuskasing)
École secondaire catholique Collège catholique Franco-Ouest (Nepean)
École secondaire catholique Collège catholique Samuel-Genest (Ottawa)
École secondaire catholique de Casselman (Casselman)
École secondaire catholique de La Vérendrye (Thunder Bay)
École secondaire catholique de l’innovation (Ottawa)
École secondaire catholique de Plantagenet (Plantagenet)
École secondaire catholique École secondaire de Pain Court (Pain Court)
École secondaire catholique École secondaire Monseigneur-Bruyère (London)
École secondaire catholique École secondaire Notre-Dame (Woodstock)
École secondaire catholique École secondaire Saint-Dominique-Savio (Owen Sound)
École secondaire catholique École secondaire Saint-François-Xavier (Sarnia)
École secondaire catholique E.J.Lajeunesse (Windsor)
École secondaire catholique Élisabeth-Bruyère (Mattawa)
École secondaire catholique Embrun (Embrun)
École secondaire catholique Franco-Cité (Sturgeon Falls)
École secondaire catholique Franco-Cité (Ottawa)
École secondaire catholique Garneau (Orléans)
École secondaire catholique Georges-Vanier (Smooth Rock Falls)
École secondaire catholique Hearst (Hearst)
École secondaire catholique Jeanne-Lajoie (Pembroke)
École secondaire catholique Jeunesse-Nord (Blind River)
École secondaire catholique La Citadelle (Cornwall)
École secondaire catholique L'Alliance (Iroquois Falls)
École secondaire catholique La Renaissance (Espanola)
École secondaire catholique L'Envol (Trenton)
École secondaire catholique l’Envolée du Nord (Kirkland Lake)
École secondaire catholique Le Relais (Alexandria)
École secondaire catholique L'Escale (Rockland)
École secondaire catholique l'Essor (Tecumseh)
École secondaire catholique l'Horizon (Val Caron)
École secondaire catholique Marie-Rivier (Kingston)
École secondaire catholique Mer Bleue (Orléans)
École secondaire catholique Notre-Dame (Kemptville)
École secondaire catholique Paul-Desmarais (Ottawa)
École secondaire catholique Pierre-Savard (Nepean)
École secondaire catholique régionale de Hawkesbury (Hawkesbury)
École secondaire catholique Sainte-Marie (New Liskeard)
École secondaire catholique Saint-Joseph (Wawa)
École secondaire catholique Ste-Trinité (Windsor)
École secondaire catholique Theriault (Timmins)
École secondaire catholique Trillium (Chapleau)
École secondaire Château-Jeunesse (Longlac)
École secondaire Cité-Supérieure (Marathon)
École secondaire Cochrane (North Bay)
École secondaire David Saint-Jacques (Kitchener)
École secondaire de Lamothe-Cadillac (WINDSOR)
École secondaire de la Rivière-des-Français (Noëlville)
École secondaire des adultes Le Carrefour (Ottawa)
École secondaire du Sacré-Coeur (Sudbury)
École secondaire Étienne-Brûlé (North York)
École secondaire Franco-Jeunesse (Sarnia)
École secondaire Franco-Niagara (Welland)
École secondaire Gabriel-Dumont (London)
École secondaire Gaétan Gervais (OAKVILLE)
École secondaire Georges-P-Vanier (Hamilton)
École secondaire Hanmer (Hanmer)
École secondaire Jeunes sans frontières (Brampton)
École secondaire l'Alliance (Iroquois Falls)
École secondaire Le Caron (Penetanguishene)
École secondaire l'Orée des Bois (Dubreuilville)
École secondaire Macdonald-Cartier (Sudbury)
École secondaire Norval-Morrisseau (Richmond Hill)
École secondaire Notre-Dame-du-Sault (Sault Ste Marie)
École secondaire Passeport Jeunesse (Hearst)
École secondaire publique Campus secondaire l'Héritage (Alexandria)
École secondaire publique de la région de Parry Sound (Parry Sound)
École secondaire publique De La Salle (Ottawa)
École secondaire publique Echo du Nord (Kapuskasing)
École secondaire publique Gisèle-Lalonde (Orléans)
École secondaire publique L'Académie de la Seigneurie (Casselman)
École secondaire publique L'Alternative (Ottawa)
École secondaire publique L'Équinoxe (PEMBROKE)
École secondaire publique Le Sommet (Hawkesbury)
École secondaire publique L'Héritage (Cornwall)
École secondaire publique Louis-Riel (Gloucester)
École secondaire publique Marc-Garneau (Trenton)
École secondaire publique Maurice-Lapointe (KANATA)
École secondaire publique Mille-Iles (Kingston)
École secondaire publique Nipissing Ouest (Sturgeon Falls)
École secondaire publique Odyssée (North Bay)
École secondaire publique Omer-Deslauriers (Ottawa)
École secondaire publique Pierre-de-Blois (Nepean)
École secondaire publique Rivière-Rideau (Kemptville)
École secondaire Renaissance (Timmins)
École secondaire Roméo Dallaire (Barrie)
École secondaire Ronald-Marion (Pickering)
École secondaire Toronto Ouest (Toronto)
École secondaire Villa Française des Jeunes (Elliot Lake)
Eden High School (St Catharines)
E L Crossley Secondary School (Fonthill)
Elizabeth Wyn Wood Secondary Alternate (Nepean)
Elliot Lake Secondary School (Elliot Lake)
Elmira District Secondary School (Elmira)
Elmvale District High School (Elmvale)
Elsie MacGill Secondary School (Milton)
Emery Collegiate Institute (North York)
Emery EdVance Secondary School (Toronto)
Emily Carr Secondary School (Woodbridge)
Englehart High School (Englehart)
Erindale Secondary School (MISSISSAUGA)
Erin District High School (Erin)
Ernest C Drury School for the Deaf (Milton)
Ernestown Secondary School (Odessa)
ÉSAC Mère-Teresa (Hamilton)
ÉSC Monseigneur-de-Charbonnel (Toronto)
ÉSC Monseigneur-Jamot (Peterborough)
ÉSC Nouvelle-Alliance (Barrie)
ÉSC Pape-François (Stouffville)
ÉSC Père-Philippe-Lamarche (Toronto)
ÉSC Père-René-de-Galinée (Cambridge)
ÉSC Renaissance (Aurora)
ÉSC Saint-Charles-Garnier (Whitby)
ÉSC Sainte-Famille (Mississauga)
ÉSC Sainte-Trinité (Oakville)
ÉSC Saint-Frère-André (TORONTO)
ÉSC Saint-Jean-de-Brébeuf (Welland)
Espanola High School (Espanola)
Essex District High School (Essex)
Etobicoke Collegiate Institute (Etobicoke)
Etobicoke School of the Arts (Toronto)
Etobicoke Year Round Alternative Centre (Toronto)
Father Bressani Catholic High School (Woodbridge)
Father Donald MacLellan Catholic Sec Sch Catholic School (Ajax)
Father Henry Carr Catholic Secondary School (Toronto)
Father John Redmond Catholic Secondary School (Toronto)
Father Leo J Austin Catholic Secondary School (Whitby)
Father Michael Goetz Secondary School (Mississauga)
Father Michael McGivney Catholic High School (Markham)
Fellowes High School (Pembroke)
F E Madill Secondary School (Wingham)
Fenelon Falls Secondary School (Fenelon Falls)
F J Brennan Catholic High School (Windsor)
F J McElligott Secondary School (Mattawa)
Fletcher's Meadow Secondary School (Brampton)
Forest Heights Collegiate Institute (Kitchener)
Forest Hill Collegiate Institute (Toronto)
Fort Frances High School (Fort Frances)
Francis Libermann Catholic High School (Toronto)
Frank Oke Secondary School (Toronto)
Frederick Banting Secondary Alternate Pr (Stittsville)
Frontenac Secondary School (Kingston)
Galt Collegiate and Vocational Institute (Cambridge)
Gananoque Secondary School (Gananoque)
Garth Webb Secondary School (Oakville)
Gary Allan High School - Burlington (Burlington)
Gary Allan High School - STEP (Burlington)
G A Wheable Secondary School (London)
General Amherst High School (Amherstburg)
George Harvey Collegiate Institute (Toronto)
George S Henry Academy (North York)
Georges Vanier Secondary School (North York)
Georgetown District High School (Georgetown)
Georgian Bay Community School Secondary School (Meaford)
Georgian Bay District Secondary School (Midland)
Geraldton Composite School (Geraldton)
Glebe Collegiate Institute (Ottawa)
Glencoe District High School (Glencoe)
Glendale High School (Tillsonburg)
Glendale Secondary School (Hamilton)
Glenforest Secondary School (Mississauga)
Glengarry District High School (Alexandria)
Glenview Park Secondary School (Cambridge)
Gloucester High School (Gloucester)
G L Roberts Collegiate and Vocational Institute (Oshawa)
Goderich District Collegiate Institute (Goderich)
Governor Simcoe Secondary School (St Catharines)
Grand Erie Learning Alternatives (Brantford)
Grand River Collegiate Institute (Kitchener)
Granite Ridge Education Centre Secondary School (Sharbot Lake)
Gravenhurst High School (Gravenhurst)
Greater Fort Erie Secondary School (Fort Erie)
Great Lakes Secondary School (Sarnia)
Greenwood Secondary School (Toronto)
Grey Highlands Secondary School (Flesherton)
Grimsby Secondary School (Grimsby)
Guelph Collegiate and Vocational Institute (Guelph)
Hagersville Secondary School (Hagersville)
Haliburton Highland Secondary School (Haliburton)
Hammarskjold High School (Thunder Bay)
Harbord Collegiate Institute (Toronto)
Harold M. Brathwaite Secondary School (Brampton)
H B Beal Secondary School (London)
Hearst High School (Hearst)
Heart Lake Secondary School (Brampton)
Henry Street High School (WHITBY)
Heydon Park Secondary School (Toronto)
Hillcrest High School (Ottawa)
Hill Park System Alternative Education (Hamilton)
Hodan Nalayeh Secondary School (Thornhill)
Holy Angels Learning Centre (Sault Ste Marie)
Holy Cross Catholic Academy High School (Woodbridge)
Holy Cross Catholic Secondary School (Peterborough)
Holy Cross Catholic Secondary School (St Catharines)
Holy Cross Catholic Secondary School (Kingston)
Holy Cross Catholic Secondary School (Strathroy)
Holy Name of Mary Secondary School (Brampton)
Holy Names Catholic High School (Windsor)
Holy Trinity Catholic High School (Simcoe)
Holy Trinity Catholic High School (Kanata)
Holy Trinity Catholic High School (Bradford)
Holy Trinity Catholic Secondary School (Courtice)
Holy Trinity Catholic Secondary School (Oakville)
Holy Trinity Catholic Secondary School (Cornwall)
Hon W C Kennedy Collegiate Institute (Windsor)
Hornepayne High School (Hornepayne)
Humberside Collegiate Institute (Toronto)
Humberview Secondary School (Bolton)
Huntsville High School (Huntsville)
Huron Heights Secondary School (Newmarket)
Huron Heights Secondary School (Kitchener)
Huron Park Secondary School (Woodstock)
I E Weldon Secondary School (Lindsay)
Ignace Secondary School (Ignace)
Immaculata High School (Ottawa)
Ingersoll District Collegiate Institute (Ingersoll)
Inglenook Community School (Toronto)
Innisdale Secondary School (Barrie)
Iona Secondary School (Mississauga)
Iroquois Falls Secondary School (Iroquois Falls)
Iroquois Ridge High School (Oakville)
Jacob Hespeler Secondary School (Cambridge)
James Cardinal McGuigan Catholic High School (Toronto)
James Street Alternative Education (Hamilton)
Jarvis Collegiate Institute (Toronto)
J Clarke Richardson Collegiate Institute (AJAX)
Jean Augustine Secondary School (Brampton)
John Cabot Catholic Secondary School (Mississauga)
John Diefenbaker Senior School (Hanover)
John Fraser Secondary School (Mississauga)
John F Ross Collegiate and Vocational Institute (Guelph)
John McCrae Secondary School (Nepean)
John McGregor Secondary School (Chatham)
John Paul II Catholic Secondary School (London)
John Polanyi Collegiate Institute (Toronto)
Judith Nyman Secondary School (BRAMPTON)
Kapapamahchakwew - Wandering Spirit Scho (Toronto)
Kapuskasing District High School (Kapuskasing)
Katarokwi Learning Centre (Kingston)
Kenner Collegiate and Vocational Institute (Peterborough)
Keswick High School (Keswick)
Kincardine District Secondary School (Kincardine)
King City Secondary School (King City)
Kingston Secondary School (Kingston)
Kingsville District High School (Kingsville)
Kipling Collegiate Institute (Etobicoke)
Kirkland Lake District Composite Secondary School (Kirkland Lake)
Kitchener Waterloo Collegiate and Vocational School (Kitchener)
Korah Collegiate and Vocational School (Sault Ste Marie)
La Clef (Timmins)
Lakehead Alternative School (Thunder Bay)
Lakeshore Catholic High School (Port Colborne)
Lakeshore Collegiate Institute (Etobicoke)
Lake Superior High School (Terrace Bay)
Lambton Central Collegiate and Vocational Institute (Petrolia)
Lambton Kent Composite School (Dresden)
L'Amoreaux Collegiate Institute (Agincourt)
Langstaff Secondary School (Richmond Hill)
Lasalle Secondary School (Sudbury)
La Salle Secondary School (Kingston)
Launch Secondary School (Nepean)
Laura Secord Secondary School (St Catharines)
Lawrence Park Collegiate Institute (Toronto)
Leamington District Secondary School (Leamington)
Leaside High School (East York)
Lester B Pearson Catholic High School (Gloucester)
Lester B Pearson Collegiate Institute (Scarborough)
Lifetime Learning Centre Secondary School (St Catharines)
Limestone School of Community Education (Kingston)
Lincoln M. Alexander Secondary School (Mississauga)
Lindsay Collegiate and Vocational Institute (Lindsay)
Lisgar Collegiate Institute (Ottawa)
Listowel District Secondary School (Listowel)
Lively District Secondary School (Lively)
Lockerby Composite School (Sudbury)
Lo-Ellen Park Secondary School (Sudbury)
London Central Secondary School (London)
London South Collegiate Institute (London)
Longfields Davidson Heights Secondary School (Nepean)
Lord Dorchester Secondary School (Dorchester)
Loretto Abbey Catholic Secondary School (Toronto)
Loretto College School (Toronto)
Lorne Park Secondary School (Mississauga)
Louise Arbour Secondary School (Brampton)
Loyalist Collegiate and Vocational Institute (Kingston)
Loyola Catholic Secondary School (Mississauga)
Loyola Community Learning Centre (Kingston)
Mackenzie Community School - Secondary School (Deep River)
Madawaska Valley District High School (Barry's Bay)
Madonna Catholic Secondary School (Toronto)
Malvern Collegiate Institute (Toronto)
Manitoulin Secondary School (M'Chigeeng)
Manitouwadge High School (Manitouwadge)
Maple High School (Maple)
Maple Ridge Secondary School (Barrie)
Maplewood High School (West Hill)
Marathon High School (Marathon)
Marc Garneau Collegiate Institute (Toronto)
Markham District High School (Markham)
Markville Secondary School (Markham)
Marshall McLuhan Catholic Secondary School (Toronto)
Martingrove Collegiate Institute (Etobicoke)
Marymount Academy Catholic School (Sudbury)
Mary Ward Catholic Secondary School (Toronto)
Maxwell Heights Secondary School (Oshawa)
Mayfield Secondary School (Caledon)
McKinnon Park Secondary School (Caledonia)
Meadowvale Secondary School (Mississauga)
Medway High School (Arva)
Merivale High School (Nepean)
Michael Power/St Joseph High School (Toronto)
Michipicoten High School (Wawa)
Middlefield Collegiate Institute (Markham)
Milliken Mills High School (Unionville)
Milton District High School (Milton)
Mississauga Secondary School (Mississauga)
Mitchell District High School (Mitchell)
M M Robinson High School (Burlington)
Monarch Park Collegiate Institute (Toronto)
Monsignor Doyle Catholic Secondary School (Cambridge)
Monsignor John Pereyma Catholic Secondary School (Oshawa)
Monsignor Paul Dwyer Catholic High School (Oshawa)
Monsignor Percy Johnson Catholic High School (Toronto)
Montcalm Secondary School (London)
Mother Teresa Catholic Secondary School (London)
Msgr Fraser College (Alternate Study) Secondary School (Toronto)
Msgr Fraser College (Isabella Campus) (Toronto)
Msgr Fraser College (Norfinch Campus) (Toronto)
Msgr Fraser College (Northeast) (Scarborough)
Msgr Fraser College (Southwest) (Toronto)
Msgr Fraser-Midland (Toronto)
Msgr Fraser Orientation Centre (Toronto)
Nantyr Shores Secondary School (Innisfil)
Napanee District Secondary School (Napanee)
Native Learning Centre (Toronto)
Native Learning Centre East (Scarborough)
Neil McNeil High School (Toronto)
Nelson High School (Burlington)
Nepean High School (Ottawa)
Newmarket High School (Newmarket)
Newtonbrook Secondary School (Toronto)
Nicholson Catholic College (Belleville)
Nipigon Red Rock District High School (Red Rock)
Nora Frances Henderson (Hamilton)
Norman Johnston Secondary Alternate Prog (Ottawa)
North Addington Education Centre (Cloyne)
North Albion Collegiate Institute (Toronto)
North Dundas District High School (Chesterville)
North East Year Round Alternative Centre (Toronto)
Northern Collegiate Institute and Vocational School (Sarnia)
Northern Lights Secondary School (Moosonee)
Northern Secondary School (Sturgeon Falls)
Northern Secondary School (Toronto)
North Grenville District High School (Kemptville)
North Hastings High School (Bancroft)
North Lambton Secondary School (Forest)
North Middlesex District High School (Parkhill)
North Park Collegiate and Vocational School (Brantford)
North Park Secondary School (Brampton)
North Shore Adolescent Education School (Elliot Lake)
North Star High School (Amherstburg)
North Toronto Collegiate Institute (Toronto)
Northview Heights Secondary School (Toronto)
North West Year Round Alternative Centre (NORTH YORK)
Norwell District Secondary School (Palmerston)
Norwood District High School (Norwood)
Notre Dame Catholic High School (Toronto)
Notre Dame Catholic High School (Carleton Place)
Notre Dame Catholic Secondary School (Burlington)
Notre Dame Catholic Secondary School (Brampton)
Notre Dame Catholic Secondary School (Ajax)
Notre Dame College School (Welland)
Notre Dame High School (Ottawa)
Nottawasaga Pines Secondary School (Angus)
N'Swakamok Native Alternative School (Sudbury)
Oakridge Secondary School (London)
Oakville Trafalgar High School (Oakville)
Oakwood Collegiate Institute (Toronto)
Oasis Alternative Secondary School (Toronto)
O'Gorman High School (Timmins)
O'Neill Collegiate and Vocational Institute (Oshawa)
Opeongo High School (Douglas)
Orangeville District Secondary School (Orangeville)
Orchard Park Secondary School (Stoney Creek)
Orillia Secondary School (Orillia)
Osgoode Township High School (Metcalfe)
Ottawa Technical Secondary School (Ottawa)
Our Lady of Lourdes Catholic School (Guelph)
Our Lady of Mount Carmel Secondary School (Mississauga)
Our Lady of the Bay Catholic High School (Collingwood)
Our Lady of the Lake Catholic Academy High School (Keswick)
Our Lady Queen of the World CA High School (Richmond Hill)
Owen Sound District Secondary School Secondary School (Owen Sound)
PACE (Timmins)
Paris District High School (Paris)
Parkdale Collegiate Institute (Toronto)
Parkholme Secondary School (Brampton)
Parkside Collegiate Institute (St Thomas)
Parkview Alternative School (Scarborough)
Parry Sound High School (Parry Sound)
Patrick Fogarty Catholic Secondary School (Orillia)
Pauline Johnson Collegiate and Vocational School (Brantford)
Peel Alternative North (BRAMPTON)
Peel Alternative North ISR (BRAMPTON)
Peel Alternative South (Mississauga)
Peel Alternative South ISR (MISSISSAUGA)
Peninsula Shores District School (Wiarton)
Perth and District Collegiate Institute (Perth)
Peterborough Collegiate and Vocational School (Peterborough)
Philip Pocock Catholic Secondary School (Mississauga)
Pickering High School (Ajax)
Pierre Elliott Trudeau High School (Markham)
Pine Ridge Secondary School (Pickering)
Pope Francis Catholic Secondary School (Welland)
Port Colborne High School (Port Colborne)
Port Credit Secondary School (Mississauga)
Port Hope High School (Port Hope)
Port Perry High School (PORT PERRY)
Preston High School (Cambridge)
Prince Edward Collegiate Institute (Picton)
Rainy River High School (Rainy River)
Rebecca Street Alternative Education Secondary School (Hamilton)
Red Lake District High School (Red Lake)
Regina Mundi College (London)
Regiopolis/Notre-Dame Catholic High School (Kingston)
Renfrew Collegiate Institute (Renfrew)
Renfrew County Adult Day School (Pembroke)
Resurrection Catholic Secondary School (Kitchener)
R H King Academy (Toronto)
Richard Pfaff Secondary Alternate Site (Ottawa)
Richmond Green Secondary School (Richmond Hill)
Richmond Hill High School (Richmond Hill)
Richview Collegiate Institute (Etobicoke)
Rick Hansen Secondary School (Mississauga)
Rideau District High School (Elgin)
Ridgemont High School (Ottawa)
Ridgetown District High School (Ridgetown)
Riverdale Collegiate Institute (Toronto)
Riverside Secondary School (Windsor)
Robarts/Amethyst Demonstration Secondary School (London)
Robarts Provincial School for the Deaf (London)
Robert F Hall Catholic Secondary School (Caledon East)
Rockland District High School (Rockland)
Roland Michener Secondary School (South Porcupine)
Rosedale Heights School of the Arts (Toronto)
Rosemount - U Turn School (Waterloo)
R S Mclaughlin Collegiate and Vocational Institute (Oshawa)
Runnymede Collegiate Institute (Toronto)
Russell High School (Russell)
Sacred Heart Catholic High School (Newmarket)
Sacred Heart High School (Stittsville)
Sacred Heart High School (Walkerton)
Saint Francis Catholic Secondary School (St Catharines)
Saint Kateri Tekakwitha Catholic Secondary School (Thorold)
Saint Michael Catholic High School (Niagara Falls)
Saint Paul Catholic High School (Niagara Falls)
Saltfleet High School (Stoney Creek)
Sandalwood Heights Secondary School (Brampton)
Sandwich Secondary School (LaSalle)
SATEC @ W A Porter Collegiate Institute (Scarborough)
Saugeen District Secondary School (Port Elgin)
Saunders Secondary School (London)
Scarborough Centre for Alternative Studi (Toronto)
School of Experiential Education (Toronto)
School of Life Experience (Toronto)
Seaway District High School (Iroquois)
SEED Alternative School (Toronto)
Senator O'Connor College School (Toronto)
Sherwood Secondary School (Hamilton)
Silverthorn Collegiate Institute (Etobicoke)
Simcoe Composite School (Simcoe)
Simcoe Shores Secondary School (Barrie)
Sinclair Secondary School (Whitby)
Sioux North District High School (Sioux Lookout)
Sir Allan MacNab Secondary School (Hamilton)
Sir Frederick Banting Secondary School (London)
Sir Guy Carleton Secondary School (Nepean)
Sir James Whitney/Sagonaska Secondary School (Belleville)
Sir James Whitney School for the Deaf (Belleville)
Sir John A Macdonald Collegiate Institute (Toronto)
Sir John A Macdonald Secondary School (Waterloo)
Sir Oliver Mowat Collegiate Institute (Toronto)
Sir Robert Borden High School (Nepean)
Sir Wilfrid Laurier Collegiate Institute (Toronto)
Sir Wilfrid Laurier Secondary School (London)
Sir Wilfrid Laurier Secondary School (Orleans)
Sir William Mulock Secondary School (Newmarket)
Sir William Osler High School (Toronto)
Sir Winston Churchill Secondary School (St Catharines)
Sir Winston Churchill Secondary School (Hamilton)
Smiths Falls District Collegiate Institute (Smiths Falls)
South Carleton High School (Richmond)
South East Year Round Alternative Centre (Toronto)
South Grenville District High School (Prescott)
South Huron District High School (Exeter)
Southwood Secondary School (Cambridge)
St Aloysius Gonzaga Secondary School (Mississauga)
Stamford Collegiate (Niagara Falls)
St. Andre Bessette Secondary School (London)
St Anne's Catholic Secondary School (Clinton)
St Anne Secondary School (Belle River)
St Augustine Catholic High School (Markham)
St Augustine Secondary School (Brampton)
Stayner Collegiate Institute (Stayner)
St Basil-the-Great College School (Toronto)
